order_date_key,product_id,supplier_id,order_quantity,unit_cost,total_cost,lead_time_days,quality_score,year,quarter,month,month_name,country,city,specialty,tier,avg_quality_score,category,product_line,spec,weight_kg
499,10,4,50,1601.72,80086,7,99,2024,2,5,May,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Neo QLED,85 inch,15.89
139,10,3,50,1480.24,74012,11,98.2,2023,2,5,May,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
319,10,2,50,1546.79,77339.5,17,95.4,2023,4,11,November,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
69,10,5,50,1418.17,70908.5,16,97.4,2023,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
175,10,4,50,1581.26,79063,17,97.9,2023,2,6,June,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Neo QLED,85 inch,15.89
62,10,5,50,1466.12,73306,16,94.7,2023,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
539,10,2,50,1491.5,74575,13,96.2,2024,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
268,10,3,50,1589.38,79469,8,98.2,2023,3,9,September,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
280,10,1,50,1609.72,80486,8,97.9,2023,4,10,October,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
657,10,1,50,1413.61,70680.5,18,97.9,2024,4,10,October,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
528,10,2,50,1561.38,78069,8,98.2,2024,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
480,10,2,50,1612.12,80606,15,97,2024,2,4,April,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
10,10,4,50,1636.04,81802,9,96.1,2023,1,1,January,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Neo QLED,85 inch,15.89
136,10,3,50,1444.23,72211.5,18,99.1,2023,2,5,May,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
403,10,5,50,1544.46,77223,8,97.3,2024,1,2,February,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
177,10,2,50,1444.56,72228,7,98.6,2023,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
598,10,1,50,1449.62,72481,16,96.1,2024,3,8,August,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
96,10,2,50,1652.49,82624.5,14,96.8,2023,2,4,April,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
643,10,3,50,1498.4,74920,9,98.6,2024,4,10,October,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
136,10,1,50,1567.8,78390,16,99.3,2023,2,5,May,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
703,10,5,50,1585.62,79281,7,96.2,2024,4,12,December,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
539,10,1,50,1708.83,85441.5,17,97,2024,2,6,June,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
86,10,4,50,1505.47,75273.5,13,99.2,2023,1,3,March,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Neo QLED,85 inch,15.89
294,10,5,50,1431.53,71576.5,10,94.1,2023,4,10,October,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
457,10,5,50,1610.18,80509,16,95.8,2024,2,4,April,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
513,10,3,50,1601.7,80085,16,96.3,2024,2,5,May,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
662,10,1,50,1660.19,83009.5,10,96.6,2024,4,10,October,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
536,10,5,50,1496.47,74823.5,18,94.3,2024,2,6,June,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
297,10,4,50,1648.38,82419,17,99.3,2023,4,10,October,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Neo QLED,85 inch,15.89
578,10,3,50,1411.12,70556,9,98.8,2024,3,7,July,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
342,10,1,50,1461.43,73071.5,7,98.3,2023,4,12,December,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
569,10,5,50,1692.49,84624.5,17,96.5,2024,3,7,July,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
566,10,4,50,1522.22,76111,8,98.2,2024,3,7,July,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Neo QLED,85 inch,15.89
315,10,3,50,1525.14,76257,12,99.8,2023,4,11,November,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
319,10,4,50,1617.27,80863.5,16,98.4,2023,4,11,November,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Neo QLED,85 inch,15.89
663,10,3,50,1446.76,72338,8,96.8,2024,4,10,October,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
130,10,2,50,1445.5,72275,7,96.9,2023,2,5,May,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
694,10,2,50,1693.88,84694,14,98.8,2024,4,11,November,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
199,10,5,50,1650.99,82549.5,17,96.8,2023,3,7,July,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
598,10,2,50,1692.15,84607.5,8,95.5,2024,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
441,10,2,50,1634.87,81743.5,11,95.4,2024,1,3,March,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
715,10,5,50,1576.08,78804,18,95.4,2024,4,12,December,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
404,10,2,50,1527.04,76352,8,97.4,2024,1,2,February,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
118,10,1,50,1526.84,76342,14,97.9,2023,2,4,April,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
98,10,4,50,1618.84,80942,14,96.8,2023,2,4,April,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Neo QLED,85 inch,15.89
280,10,2,50,1627.92,81396,8,94.8,2023,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
482,10,1,50,1580.29,79014.5,11,96.7,2024,2,4,April,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
135,10,2,50,1699.47,84973.5,14,98,2023,2,5,May,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
481,10,5,50,1454.45,72722.5,11,94.9,2024,2,4,April,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
336,10,1,50,1598.93,79946.5,16,97.1,2023,4,12,December,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
268,10,1,50,1592.56,79628,15,97.2,2023,3,9,September,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
643,10,1,50,1712.29,85614.5,13,97.2,2024,4,10,October,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
667,10,2,50,1699.45,84972.5,13,96.9,2024,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
298,10,5,50,1588.26,79413,13,96,2023,4,10,October,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
649,10,2,50,1637.75,81887.5,17,95.7,2024,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
467,10,5,50,1697.33,84866.5,11,97.2,2024,2,4,April,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
405,10,3,50,1466.88,73344,9,99.5,2024,1,2,February,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
177,10,5,50,1438.67,71933.5,13,97.1,2023,2,6,June,China,Beijing,Display Panels,Tier 1,96.5,Television,Neo QLED,85 inch,15.89
335,10,3,50,1504,75200,15,100,2023,4,12,December,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
647,10,3,50,1432.89,71644.5,17,98.9,2024,4,10,October,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Neo QLED,85 inch,15.89
685,10,2,50,1561.1,78055,8,96.3,2024,4,11,November,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
171,10,1,50,1669.22,83461,18,96.3,2023,2,6,June,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Neo QLED,85 inch,15.89
305,10,2,50,1507.49,75374.5,14,95.6,2023,4,11,November,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Neo QLED,85 inch,15.89
62,12,1,50,285.66,14283,8,98.4,2023,1,3,March,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
9,12,4,50,335.44,16772,16,97,2023,1,1,January,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
25,12,2,50,335.83,16791.5,17,96.1,2023,1,1,January,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
215,12,5,50,337.57,16878.5,14,93.5,2023,3,8,August,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
511,12,2,50,310.29,15514.5,18,98.7,2024,2,5,May,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
397,12,1,50,328.94,16447,7,95.7,2024,1,2,February,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
231,12,4,50,277.57,13878.5,12,97.3,2023,3,8,August,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
657,12,4,50,304.33,15216.5,15,99.8,2024,4,10,October,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
503,12,4,50,326.73,16336.5,17,99.3,2024,2,5,May,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
171,12,2,50,302.24,15112,16,96,2023,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
182,12,4,50,318.02,15901,16,97,2023,3,7,July,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
519,12,3,50,296.39,14819.5,9,98,2024,2,6,June,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
193,12,1,50,291.59,14579.5,12,97.3,2023,3,7,July,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
453,12,5,50,316.67,15833.5,9,96.3,2024,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
721,12,1,50,308.28,15414,11,97.7,2024,4,12,December,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
309,12,5,50,325.99,16299.5,15,93.8,2023,4,11,November,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
412,12,5,50,320.64,16032,7,94.7,2024,1,2,February,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
341,12,4,50,294.68,14734,13,97.3,2023,4,12,December,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
570,12,5,50,315.71,15785.5,10,94.8,2024,3,7,July,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
322,12,1,50,293.66,14683,11,96.6,2023,4,11,November,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
395,12,4,50,293.34,14667,11,97.1,2024,1,1,January,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
413,12,5,50,287.51,14375.5,10,97.2,2024,1,2,February,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
514,12,5,50,331.23,16561.5,15,94.2,2024,2,5,May,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
433,12,1,50,298.92,14946,17,96.9,2024,1,3,March,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
584,12,2,50,279.29,13964.5,17,96.3,2024,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
446,12,1,50,291.83,14591.5,18,98.6,2024,1,3,March,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
447,12,3,50,276.49,13824.5,17,97.5,2024,1,3,March,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
456,12,2,50,293.67,14683.5,18,95.8,2024,1,3,March,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
352,12,5,50,307.29,15364.5,13,97,2023,4,12,December,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
174,12,2,50,321.49,16074.5,7,95.2,2023,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
669,12,2,50,334.89,16744.5,15,98.4,2024,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
172,12,4,50,275.06,13753,8,98.4,2023,2,6,June,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
684,12,4,50,310.63,15531.5,17,98.6,2024,4,11,November,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
399,12,5,50,310.11,15505.5,18,93.5,2024,1,2,February,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
328,12,1,50,299.03,14951.5,15,99.5,2023,4,11,November,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
22,12,1,50,287.99,14399.5,9,96.6,2023,1,1,January,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
657,12,3,50,291.44,14572,17,99.9,2024,4,10,October,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
350,12,2,50,314.77,15738.5,9,98.1,2023,4,12,December,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
278,12,2,50,336.47,16823.5,9,97,2023,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
204,12,1,50,318.89,15944.5,18,95.8,2023,3,7,July,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
113,12,3,50,328.45,16422.5,7,98.1,2023,2,4,April,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
634,12,1,50,317.19,15859.5,13,97,2024,3,9,September,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
230,12,1,50,312.4,15620,16,97.9,2023,3,8,August,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
48,12,5,50,284.66,14233,16,94.2,2023,1,2,February,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
261,12,5,50,303.11,15155.5,12,96.5,2023,3,9,September,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
276,12,4,50,302.45,15122.5,14,96.3,2023,4,10,October,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
13,12,4,50,328.15,16407.5,10,98.9,2023,1,1,January,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
648,12,5,50,314.54,15727,9,94.5,2024,4,10,October,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
69,12,5,50,291.5,14575,11,97.3,2023,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
684,12,3,50,306.02,15301,11,97.8,2024,4,11,November,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
453,12,4,50,318.17,15908.5,16,99.4,2024,1,3,March,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
434,12,1,50,328.14,16407,13,95.8,2024,1,3,March,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
278,12,1,50,323.48,16174,18,96,2023,4,10,October,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
353,12,3,50,332.69,16634.5,12,99,2023,4,12,December,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
230,12,5,50,285.26,14263,14,96.3,2023,3,8,August,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
416,12,1,50,334.67,16733.5,13,96.1,2024,1,2,February,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
682,12,5,50,299.98,14999,11,94.2,2024,4,11,November,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
69,12,2,50,299.72,14986,18,96.3,2023,1,3,March,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
217,12,2,50,305.33,15266.5,12,94.9,2023,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
628,12,5,50,325.28,16264,7,95.9,2024,3,9,September,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
123,12,1,50,288.07,14403.5,9,98.1,2023,2,5,May,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
625,12,3,50,317.7,15885,9,97.3,2024,3,9,September,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
639,12,5,50,314.72,15736,12,96.5,2024,3,9,September,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
186,12,3,50,312.83,15641.5,14,96.7,2023,3,7,July,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
33,12,4,50,333.8,16690,10,96.1,2023,1,2,February,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
391,12,5,50,280,14000,7,95.7,2024,1,1,January,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
279,12,3,50,314.36,15718,15,97.1,2023,4,10,October,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
57,12,5,50,296.65,14832.5,9,96.1,2023,1,2,February,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
194,12,2,50,297.06,14853,8,97.4,2023,3,7,July,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
523,12,4,50,308.13,15406.5,7,96.4,2024,2,6,June,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
627,12,5,50,336.65,16832.5,16,94.8,2024,3,9,September,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
654,12,2,50,279.85,13992.5,15,95.9,2024,4,10,October,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
347,12,1,50,326.16,16308,12,95.9,2023,4,12,December,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
75,12,1,50,321.47,16073.5,9,96.8,2023,1,3,March,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
581,12,2,50,277.25,13862.5,18,95.8,2024,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
222,12,2,50,332.74,16637,12,96.8,2023,3,8,August,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
646,12,4,50,322.58,16129,16,97.1,2024,4,10,October,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
85,12,5,50,323.11,16155.5,12,96.6,2023,1,3,March,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
295,12,3,50,321.45,16072.5,17,96.3,2023,4,10,October,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
403,12,2,50,323.24,16162,11,96.9,2024,1,2,February,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
542,12,2,50,332.98,16649,7,95.6,2024,2,6,June,South Korea,Icheon,DRAM & NAND Flash,Tier 1,97.8,Television,Crystal UHD,65 inch,30.16
534,12,5,50,279.7,13985,9,94.6,2024,2,6,June,China,Beijing,Display Panels,Tier 1,96.5,Television,Crystal UHD,65 inch,30.16
276,12,4,50,318.35,15917.5,18,97.6,2023,4,10,October,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
514,12,3,50,318.53,15926.5,14,96.9,2024,2,5,May,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
515,12,3,50,329.86,16493,12,96.2,2024,2,5,May,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
378,12,4,50,329.45,16472.5,7,99.6,2024,1,1,January,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
265,12,1,50,330.8,16540,15,97.6,2023,3,9,September,South Korea,Seoul,Integrated Components,Tier 1,98.5,Television,Crystal UHD,65 inch,30.16
669,12,3,50,313.85,15692.5,10,97.2,2024,4,10,October,Taiwan,Hsinchu,Processors,Tier 1,99.2,Television,Crystal UHD,65 inch,30.16
625,12,4,50,319.93,15996.5,16,98.1,2024,3,9,September,Japan,Tokyo,Image Sensors,Tier 1,98.9,Television,Crystal UHD,65 inch,30.16
44,12,6,50,280.04,14002,10,97.7,2023,1,2,February,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
214,12,7,50,336.19,16809.5,5,94.9,2023,3,8,August,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
305,12,6,50,306.22,15311,12,94.2,2023,4,11,November,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
297,12,6,50,305.24,15262,5,95.5,2023,4,10,October,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
174,12,7,50,310.21,15510.5,11,93.4,2023,2,6,June,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
241,12,6,50,285.14,14257,9,95.6,2023,3,8,August,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
578,12,6,50,337.44,16872,8,96.5,2024,3,7,July,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
426,12,7,50,322.86,16143,10,96.2,2024,1,3,March,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
429,12,6,50,286.55,14327.5,6,95.6,2024,1,3,March,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
709,12,6,50,298.92,14946,7,94.4,2024,4,12,December,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
617,12,6,50,325.7,16285,5,95.8,2024,3,9,September,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
659,12,7,50,332.37,16618.5,12,96.8,2024,4,10,October,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
627,12,7,50,336.24,16812,5,94.6,2024,3,9,September,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
534,12,7,50,294.83,14741.5,12,96.8,2024,2,6,June,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
352,12,6,50,311.82,15591,6,94.9,2023,4,12,December,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
472,12,6,50,337.54,16877,5,95.3,2024,2,4,April,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
543,12,6,50,300.35,15017.5,11,93.8,2024,2,6,June,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
433,12,7,50,309.85,15492.5,11,95.2,2024,1,3,March,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
378,12,6,50,294.75,14737.5,8,97.1,2024,1,1,January,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
126,12,7,50,288,14400,6,94.5,2023,2,5,May,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
544,12,6,50,279.02,13951,7,94.2,2024,2,6,June,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
553,12,7,50,316.62,15831,8,93,2024,3,7,July,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
639,12,7,50,315.65,15782.5,7,94.6,2024,3,9,September,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
615,12,7,50,330.41,16520.5,5,93.3,2024,3,9,September,India,Noida,Regional Assembly,Tier 2,95.9,Television,Crystal UHD,65 inch,30.16
209,12,6,50,291.74,14587,11,95.9,2023,3,7,July,Vietnam,Thai Nguyen,Final Assembly,Tier 2,96.8,Television,Crystal UHD,65 inch,30.16
